# gname               ra          dec         era       edec      l         b          el        eb        Class                Speak   eSpeak   Sint     eSint   RMS    SNR     Yf     Reff   Npix   Alpha    eAlpha  
  G057.5111-00.0497   294.68712   21.70295    1.08E-5   1.08E-5   57.51108  -0.04972   1.06E-5   1.02E-5   Radio-star           1.47    0.11     1.99     0.13    0.08   19.11   1.35   0.94   44     -1.42    0.2     
  G057.5128+00.2088   294.44539   21.83124    1.57E-5   1.57E-5   57.51278  0.20883    1.54E-5   1.48E-5   EgC                  0.94    0.09     1.03     0.09    0.07   12.87   1.09   0.77   30     -1.25    0.19    
  G057.5352+00.2266   294.44052   21.85952    6.16E-6   6.16E-6   57.53522  0.22662    6.06E-6   5.84E-6   PN                   2.8     0.17     2.71     0.16    0.08   36.29   0.97   0.9    41     -0.68    0.15    
  G057.5428-00.0493   294.70345   21.73081    5.34E-6   5.34E-6   57.5428   -0.04926   5.18E-6   5.12E-6   EgC                  3.32    0.2      3.55     0.19    0.08   43.8    1.07   0.98   48     -0.45    0.06    
  G057.5472-00.2717   294.91421   21.62521    2.55E-5   2.55E-5   57.54717  -0.27173   2.53E-5   2.42E-5   HII                  0.85    0.12     1.35     0.13    0.11   7.83    1.58   0.83   35     -0.43    0.18    
  G057.5473+00.6405   294.05751   22.07232    2.33E-5   2.33E-5   57.54732  0.64052    2.31E-5   2.2E-5    EgC                  0.62    0.08     0.82     0.08    0.07   8.57    1.33   0.77   30     -1.77    0.4     
  G057.5510+00.1992   294.47464   21.85987    1.44E-5   1.44E-5   57.55104  0.19919    1.41E-5   1.35E-5   EgC                  1.1     0.1      1.57     0.11    0.08   14.09   1.43   1.0    50     -0.33    0.12    
  G057.5566-00.6477   295.27082   21.44791    2.85E-5   2.85E-5   57.55662  -0.64773   2.8E-5    2.71E-5   EgC                  0.49    0.08     0.51     0.08    0.07   6.99    1.04   0.63   20     -0.13    0.51    
  G057.5672-00.2987   294.9501    21.6293     1.36E-5   1.36E-5   57.56716  -0.29875   1.34E-5   1.28E-5   EgC                  1.19    0.1      1.54     0.11    0.08   14.96   1.29   0.88   39     -1.31    0.22    
  G057.5707-00.8509   295.46791   21.35956    2.41E-5   2.41E-5   57.57067  -0.8509    2.37E-5   2.28E-5   EgC                  0.64    0.08     0.64     0.08    0.08   8.3     1.0    0.66   22     -0.39    0.48    
  G057.5818+00.0299   294.64986   21.80366    1.74E-5   1.74E-5   57.58182  0.02987    1.72E-5   1.64E-5   EgC                  0.83    0.08     0.84     0.08    0.07   11.57   1.01   0.73   27     -0.68    0.58    
  G057.5937-00.3222   294.98611   21.64085    1.44E-5   1.44E-5   57.59371  -0.32218   1.43E-5   1.36E-5   EgC                  1.14    0.1      1.14     0.1     0.08   14.09   1.0    0.76   29     -0.2     0.2     
  G057.6021+00.7680   293.96608   22.18226    1.98E-5   1.98E-5   57.60206  0.76805    1.93E-5   1.85E-5   EgC                  0.77    0.09     1.04     0.09    0.08   10.15   1.35   0.79   31     -1.8     0.31    
  G057.6256+00.3075   294.41219   21.97789    1.11E-5   1.11E-5   57.62556  0.3075     1.09E-5   1.05E-5   EgC                  1.5     0.12     1.92     0.13    0.08   18.55   1.29   1.05   55     0.11     0.15    
  G057.6268-00.6442   295.30485   21.51067    1.39E-5   1.39E-5   57.62683  -0.64422   1.36E-5   1.31E-5   EgC                  1.08    0.1      1.25     0.1     0.08   14.54   1.15   0.83   35     -0.4     0.4     
  G057.6293+00.7766   293.97232   22.2102     1.2E-5    1.2E-5    57.62928  0.77661    1.18E-5   1.12E-5   EgC                  1.39    0.11     1.54     0.11    0.08   16.95   1.11   0.83   35     -1.47    0.26    
  G057.6309+00.2922   294.42942   21.97506    1.25E-5   1.25E-5   57.63092  0.29219    1.23E-5   1.18E-5   EgC                  1.27    0.1      1.21     0.1     0.08   16.26   0.95   0.79   31     -0.61    0.29    
  G057.6318+00.6566   294.08679   22.15388    2.23E-5   2.23E-5   57.63176  0.6566     2.18E-5   2.09E-5   EgC                  0.67    0.08     0.66     0.08    0.07   8.96    0.98   0.68   23     -0.42    0.35    
  G057.6330-00.8838   295.53175   21.39735    1.42E-5   1.42E-5   57.63297  -0.8838    1.37E-5   1.36E-5   PN                   1.06    0.09     1.13     0.09    0.07   14.23   1.07   0.8    32     -1.45    0.42    
  G057.6460+00.6120   294.13635   22.14458    1.03E-5   1.03E-5   57.64604  0.612      1.01E-5   9.66E-6   EgC                  1.57    0.12     1.71     0.12    0.08   20.04   1.09   0.87   38     -1.1     0.25    
  G057.6538+00.2749   294.4577    21.98652    7.63E-6   7.63E-6   57.65375  0.27493    7.44E-6   7.15E-6   EgC                  2.18    0.14     2.14     0.13    0.08   27.99   0.98   0.89   40     0.0      0.14    
  G057.6553+00.0681   294.65286   21.88644    2.62E-5   2.62E-5   57.65531  0.06808    2.59E-5   2.47E-5   PN                   0.53    0.07     0.6      0.08    0.07   7.61    1.14   0.68   23     -1.14    0.66    
  G057.6784+00.5847   294.17915   22.1595     1.82E-5   1.82E-5   57.67841  0.58468    1.81E-5   1.71E-5   EgC                  0.78    0.08     0.79     0.08    0.07   11.05   1.02   0.72   26     -0.53    0.4     
  G057.6924-00.3472   295.06191   21.71442    2.48E-5   2.48E-5   57.69245  -0.3472    2.45E-5   2.34E-5   EgC                  0.57    0.08     0.54     0.08    0.07   8.05    0.95   0.61   19     -0.28    0.09    
  G057.6945+00.0900   294.65302   21.93137    2.19E-5   2.19E-5   57.69452  0.09001    2.13E-5   2.08E-5   EgC                  0.66    0.08     0.67     0.08    0.07   9.14    1.01   0.69   24     0.06     0.29    
  G057.6952+00.3560   294.40336   22.06239    7.98E-6   7.98E-6   57.69525  0.356      7.92E-6   7.62E-6   EgC                  1.96    0.13     2.0      0.12    0.08   26.58   1.02   0.88   39     -0.15    0.11    
  G057.6963-00.0199   294.75711   21.8789     1.06E-5   1.06E-5   57.69625  -0.01988   1.03E-5   1.0E-5    EgC                  1.36    0.1      1.35     0.1     0.07   19.34   0.99   0.82   34     0.04     0.2     
  G057.7007+00.0536   294.69052   21.91886    2.35E-5   2.35E-5   57.70071  0.05356    2.31E-5   2.2E-5    EgC                  0.66    0.09     0.73     0.09    0.08   8.52    1.1    0.71   25     -0.42    0.57    
  G057.7009-00.4561   295.16833   21.66803    3.14E-6   3.14E-6   57.7009   -0.45609   3.11E-6   2.98E-6   EgC                  14.61   0.79     20.39    1.02    0.1    147.2   1.4    1.42   102    -1.36    0.06    
  G057.7091+00.6547   294.12929   22.22047    4.98E-6   4.98E-6   57.7091   0.65474    4.99E-6   4.69E-6   EgC                  3.62    0.21     3.54     0.19    0.07   48.49   0.98   0.95   45     -0.11    0.06    
  G057.7111-00.5790   295.28874   21.61613    2.69E-5   2.69E-5   57.71109  -0.57905   2.63E-5   2.56E-5   EgC                  0.54    0.08     0.57     0.08    0.07   7.42    1.06   0.66   22     -0.35    0.5     
  G057.7138-00.6429   295.34991   21.58689    2.29E-5   2.29E-5   57.71381  -0.64293   2.29E-5   2.17E-5   EgC                  0.65    0.08     0.84     0.09    0.07   8.71    1.3    0.79   31     -0.49    0.42    
  G057.7175+00.0984   294.65729   21.95554    8.77E-6   8.77E-6   57.71752  0.09842    8.68E-6   8.17E-6   EgC                  1.83    0.13     1.98     0.13    0.08   23.9    1.08   0.87   38     -1.02    0.16    
  G057.7402-00.8112   295.52113   21.52651    2.05E-5   2.05E-5   57.74024  -0.81117   2.02E-5   1.95E-5   EgC                  0.74    0.09     0.91     0.09    0.08   9.76    1.22   0.79   31     -0.26    0.35    
  G057.7403-00.4802   295.21187   21.69037    1.55E-5   1.55E-5   57.74031  -0.48024   1.52E-5   1.48E-5   EgC                  0.99    0.1      1.05     0.1     0.08   13.01   1.06   0.77   30     -0.32    0.18    
  G057.7459+00.9584   293.86205   22.40058    1.34E-5   1.34E-5   57.74595  0.95839    1.32E-5   1.26E-5   EgC                  1.1     0.1      1.12     0.09    0.08   15.15   1.02   0.8    32     -1.33    0.27    
  G057.7669-00.1958   294.95957   21.85386    1.93E-5   1.93E-5   57.76692  -0.19578   1.92E-5   1.82E-5   EgC                  0.68    0.08     0.62     0.07    0.07   10.38   0.91   0.66   22     0.01     0.25    
  G057.7741-00.0599   294.8359    21.92701    1.57E-5   1.57E-5   57.7741   -0.05988   1.54E-5   1.46E-5   EgC                  0.9     0.09     0.94     0.09    0.07   12.81   1.05   0.76   29     -0.46    0.15    
  G057.7805+00.6659   294.15644   22.2882     2.04E-5   2.04E-5   57.78047  0.66585    1.99E-5   1.9E-5    EgC                  0.69    0.08     0.81     0.08    0.07   9.8     1.17   0.75   28     -1.73    0.41    
  G057.7852-00.2081   294.98083   21.86365    1.95E-5   1.95E-5   57.78516  -0.20812   1.92E-5   1.84E-5   EgC                  0.69    0.08     0.67     0.08    0.07   10.29   0.97   0.69   24     -0.53    0.51    
  G057.7926+00.6715   294.15749   22.3016     1.55E-5   1.55E-5   57.79265  0.67155    1.52E-5   1.46E-5   Other                0.9     0.09     0.86     0.08    0.07   13.06   0.96   0.75   28     -0.55    0.49    
  G057.7931+00.9956   293.85165   22.45991    9.93E-6   9.93E-6   57.79312  0.99564    9.76E-6   9.35E-6   EgC                  1.81    0.13     1.72     0.12    0.09   20.85   0.95   0.83   35     0.01     0.24    
  G057.8329-00.0276   294.83682   21.9941     9.48E-6   9.48E-6   57.83292  -0.02762   9.41E-6   8.89E-6   EgC                  1.67    0.12     1.71     0.11    0.08   21.93   1.02   0.86   37     -0.23    0.12    
  G057.8334-00.6380   295.40898   21.69325    1.0E-5    1.0E-5    57.83342  -0.63799   9.82E-6   9.48E-6   EgC                  1.58    0.11     1.73     0.12    0.08   20.63   1.09   0.87   38     -1.56    0.27    
  G057.8352-00.2061   295.00548   21.9082     2.6E-5    2.6E-5    57.8352   -0.20607   2.57E-5   2.47E-5   EgC                  0.54    0.08     0.57     0.08    0.07   7.68    1.07   0.66   22     -0.86    0.59    
  G057.8360-00.1059   294.91194   21.95822    1.76E-5   1.76E-5   57.83599  -0.10592   1.73E-5   1.66E-5   EgC                  0.85    0.09     0.91     0.09    0.08   11.43   1.08   0.76   29     -1.31    0.27    
  G057.8484+00.6454   294.21161   22.33751    2.69E-5   2.69E-5   57.84844  0.64539    2.66E-5   2.53E-5   EgC                  0.52    0.08     0.53     0.07    0.07   7.41    1.03   0.65   21     -0.94    0.43    
  G057.8543+00.3454   294.49742   22.1959     1.36E-5   1.36E-5   57.85432  0.34542    1.34E-5   1.28E-5   EgC                  1.2     0.1      1.14     0.1     0.08   14.96   0.95   0.75   28     -0.03    0.28    
  G057.8549-00.1145   294.93009   21.97049    2.22E-5   2.22E-5   57.85494  -0.11453   2.16E-5   2.09E-5   EgC                  0.69    0.09     0.79     0.09    0.08   9.0     1.13   0.72   26     -1.43    0.34    
  G057.8577-00.1816   294.99444   21.93986    7.55E-6   7.55E-6   57.8577   -0.18155   7.44E-6   7.13E-6   EgC                  1.99    0.13     2.18     0.13    0.07   28.34   1.1    0.96   46     -1.19    0.1     
  G057.8655-00.1706   294.98829   21.95201    7.01E-6   7.01E-6   57.86545  -0.1706    6.94E-6   6.65E-6   EgC                  2.08    0.13     1.94     0.12    0.07   30.94   0.93   0.87   38     0.71     0.14    
  G057.8718+00.4742   294.3853    22.27418    1.07E-5   1.07E-5   57.87175  0.47424    1.05E-5   1.01E-5   EgC                  1.33    0.1      1.26     0.09    0.07   19.16   0.95   0.8    32     -0.22    0.2     
  G057.8728+00.1933   294.65038   22.13733    2.42E-5   2.42E-5   57.87275  0.19325    2.39E-5   2.27E-5   EgC                  0.57    0.07     0.55     0.07    0.07   8.27    0.97   0.66   22     -0.3     0.5     
  G057.8737+00.6367   294.23318   22.35528    1.08E-5   1.08E-5   57.87368  0.63666    1.07E-5   1.02E-5   EgC                  1.64    0.12     2.43     0.15    0.09   19.08   1.48   1.04   54     -1.89    0.28    
  G057.8790-00.4613   295.26798   21.82031    2.91E-6   2.91E-6   57.87903  -0.46132   2.87E-6   2.77E-6   EgC                  21.45   1.17     21.78    1.09    0.08   287.6   1.02   1.25   78     -1.0     0.02    
  G057.8820-00.3210   295.13814   21.89221    2.42E-5   2.42E-5   57.88201  -0.32103   2.36E-5   2.29E-5   Radio-star           0.53    0.07     0.65     0.07    0.07   8.25    1.22   0.73   27     -1.22    0.52    
  G057.8870+00.3037   294.55404   22.20393    2.19E-5   2.19E-5   57.88702  0.30366    2.16E-5   2.07E-5   EgC                  0.67    0.08     0.75     0.08    0.07   9.13    1.12   0.72   26     -1.44    0.38    
  G057.8902+00.7893   294.09777   22.44421    4.48E-6   4.48E-6   57.89019  0.78933    4.47E-6   4.26E-6   EgC                  4.23    0.25     4.26     0.23    0.08   57.07   1.01   1.0    50     -1.34    0.08    
  G057.8910-00.9457   295.72715   21.59063    7.28E-6   7.28E-6   57.89104  -0.94568   7.2E-6    6.87E-6   EgC                  2.32    0.15     2.27     0.14    0.08   29.58   0.98   0.92   43     -0.6     0.16    
  G057.9006+00.8569   294.03941   22.48624    1.97E-5   1.97E-5   57.9006   0.85691    1.93E-5   1.85E-5   EgC                  0.74    0.08     0.75     0.08    0.07   10.19   1.02   0.72   26     -1.14    0.61    
  G057.9008+00.0666   294.78435   22.0995     2.11E-5   2.11E-5   57.90078  0.06656    2.06E-5   2.0E-5    EgC                  0.7     0.08     0.77     0.08    0.07   9.5     1.1    0.72   26     -0.48    0.34    
  G057.9063-00.4089   295.23343   21.86988    1.02E-5   1.02E-5   57.90627  -0.40894   1.01E-5   9.63E-6   EgC                  1.49    0.11     1.52     0.11    0.07   20.14   1.02   0.85   36     0.09     0.16    
  G057.9087-00.4091   295.23487   21.87188    2.31E-5   2.31E-5   57.90867  -0.40911   2.27E-5   2.21E-5   EgC                  0.67    0.09     0.93     0.09    0.08   8.66    1.38   0.8    32     -1.36    0.2     
  G057.9128+00.1094   294.7505    22.13106    2.24E-5   2.24E-5   57.91284  0.10938    2.18E-5   2.11E-5   EgC                  0.65    0.08     0.67     0.08    0.08   8.91    1.03   0.68   23     -0.06    0.35    
  G057.9200-00.2571   295.09846   21.95677    9.85E-6   9.85E-6   57.91999  -0.25715   9.71E-6   9.24E-6   EgC                  1.51    0.11     1.74     0.11    0.07   21.03   1.15   0.98   48     -0.83    0.23    
  G057.9205+00.9487   293.96312   22.54832    6.51E-6   6.51E-6   57.92049  0.9487     6.4E-6    6.15E-6   EgC                  2.49    0.15     2.59     0.15    0.07   33.87   1.04   0.95   45     -0.51    0.11    
  G057.9362-00.7658   295.58324   21.71916    2.1E-5    2.1E-5    57.93618  -0.76576   2.05E-5   1.98E-5   EgC                  0.67    0.08     0.74     0.08    0.07   9.53    1.11   0.73   27     -0.38    0.19    
  G057.9367+00.6292   294.27352   22.40655    4.84E-6   4.84E-6   57.93665  0.62917    4.75E-6   4.55E-6   EgC                  4.19    0.24     7.81     0.4     0.08   50.57   1.86   1.32   88     -1.22    0.07    
  G057.9399-00.4380   295.27859   21.88471    4.4E-6    4.4E-6    57.93988  -0.43804   4.3E-6    4.22E-6   EgC                  4.52    0.26     4.86     0.26    0.08   58.93   1.07   1.06   57     -1.46    0.05    
  G057.9773+00.7803   294.15225   22.51581    3.92E-6   3.92E-6   57.97726  0.78032    3.86E-6   3.71E-6   EgC                  5.14    0.29     5.24     0.27    0.07   73.03   1.02   1.05   55     -0.91    0.06    
  G057.9857+00.3323   294.57936   22.30401    1.92E-5   1.92E-5   57.98573  0.33233    1.89E-5   1.81E-5   EgC                  0.79    0.09     1.16     0.1     0.08   10.43   1.48   0.87   38     -1.23    0.29    
  G057.9874+00.3198   294.59204   22.29929    2.19E-5   2.19E-5   57.98737  0.31979    2.16E-5   2.09E-5   EgC                  0.67    0.08     1.16     0.09    0.08   9.12    1.74   0.96   46     -1.12    0.37    
  G057.9895-00.2344   295.11413   22.02846    1.72E-5   1.72E-5   57.98951  -0.2344    1.67E-5   1.65E-5   EgC                  0.84    0.09     0.81     0.08    0.07   11.67   0.96   0.71   25     -0.14    0.23    
  G057.9944+00.3846   294.53467   22.33719    1.72E-5   1.72E-5   57.99437  0.38462    1.69E-5   1.62E-5   EgC                  0.86    0.09     0.98     0.09    0.07   11.67   1.14   0.79   31     -0.76    0.37    
  G057.9945+00.3737   294.54508   22.33196    5.71E-6   5.71E-6   57.99454  0.37367    5.59E-6   5.31E-6   EgC                  2.98    0.18     3.44     0.19    0.07   40.05   1.15   1.03   53     -1.28    0.16    
  G057.9958-00.8795   295.72136   21.71443    2.44E-5   2.44E-5   57.9958   -0.87949   2.41E-5   2.33E-5   EgC                  0.58    0.08     0.65     0.08    0.07   8.19    1.14   0.71   25     -0.16    0.27    
  G058.0071+00.5260   294.40811   22.41749    5.41E-6   5.41E-6   58.00705  0.52599    5.26E-6   5.08E-6   EgC                  2.91    0.17     3.55     0.19    0.07   43.02   1.22   1.06   57     -0.58    0.13    
  G058.0171+00.2670   294.65757   22.2993     1.97E-5   1.97E-5   58.01713  0.26696    1.94E-5   1.86E-5   EgC                  0.72    0.08     0.71     0.08    0.07   10.16   0.99   0.71   25     -0.43    0.25    
  G058.0189-00.8785   295.7328    21.73498    4.05E-6   4.05E-6   58.01891  -0.87849   3.94E-6   3.85E-6   EgC                  4.44    0.26     4.74     0.25    0.07   68.4    1.07   1.04   54     -0.68    0.08    
  G058.0251+00.0108   294.90278   22.18033    2.26E-5   2.26E-5   58.02512  0.01083    2.21E-5   2.13E-5   EgC                  0.59    0.08     0.64     0.08    0.07   8.83    1.08   0.71   25     -0.73    0.39    
  G058.0271-00.8243   295.68655   21.76896    2.03E-5   2.03E-5   58.02706  -0.82433   1.98E-5   1.9E-5    EgC                  0.64    0.07     0.63     0.07    0.06   9.88    0.98   0.68   23     -0.47    0.63    
  G058.0622-00.6951   295.58449   21.86367    1.07E-5   1.07E-5   58.06223  -0.69506   1.06E-5   1.02E-5   EgC                  1.19    0.09     1.19     0.09    0.06   19.27   1.0    0.82   34     0.1      0.21    
